objectid,parentid,title,creator,location,latitude,longitude,date,description,subject,source,transcriber,type,format,language,identifier,rights,rightsstatement,display_template,filename,object_transcript,image_small,image_thumb,object_location
sakaino033,,"March 29, 1942 entry","Sakaino, Bunro","Fort Missoula, MT",46.844072,-114.061906,1942-03-29,"March 29, 1942, diary entry written by Bunro Sakaino while he was incarcerated at the Fort Missoula Internment Camp in Missoula, Montana.",concentration camps; diaries,"MG 387, George Shihei Shitamae papers, Special Collections and Archives, University of Idaho Library","transcribed and translated by Naoko Tanabe, 2024-25, from Denso densho.org",Text,application/pdf,jpn,mg387_1_7-1942-03-29,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,letter,mg387_1_7-1942-03-29.pdf,/objects/1942-03-29.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-1942-03-29_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-1942-03-29_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-1942-03-29.pdf
sakaino034,sakaino033,"March 29, 1942 entry, page 1",,,,,,,,,"transcribed and translated by Naoko Tanabe, 2024-25, from Denso densho.org",Text,image/jpeg,jpn,mg387_1_7-021,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-021.jpg,/objects/mg387_1_7-021.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-021_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-021_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-021.jpg
sakaino035,sakaino033,"March 29, 1942 entry, page 2",,,,,,,,,"transcribed and translated by Naoko Tanabe, 2024-25, from Denso densho.org",Text,image/jpeg,jpn,mg387_1_7-022,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-022.jpg,/objects/mg387_1_7-022.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-022_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-022_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-022.jpg
sakaino036,sakaino033,"March 29, 1942 entry, page 3",,,,,,,,,"transcribed and translated by Naoko Tanabe, 2024-25, from Denso densho.org",Text,image/jpeg,jpn,mg387_1_7-023,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-023.jpg,/objects/mg387_1_7-023.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-023_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-023_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-023.jpg
sakaino037,sakaino033,"March 29, 1942 entry, page 4",,,,,,,,,"transcribed and translated by Naoko Tanabe, 2024-25, from Denso densho.org",Text,image/jpeg,jpn,mg387_1_7-024,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-024.jpg,/objects/mg387_1_7-024a.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-024_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-024_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-024.jpg
sakaino038,,"March 30, 1942 entry","Sakaino, Bunro","Fort Missoula, MT",46.844072,-114.061906,1942-03-30,"March 30, 1942, diary entry written by Bunro Sakaino while he was incarcerated at the Fort Missoula Internment Camp in Missoula, Montana.",concentration camps; diaries,"MG 387, George Shihei Shitamae papers, Special Collections and Archives, University of Idaho Library","transcribed and translated by Naoko Tanabe, 2024-25, from Denso densho.org",Text,application/pdf,jpn,mg387_1_7-1942-03-30,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,letter,mg387_1_7-1942-03-30.pdf,/objects/1942-03-30.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-1942-03-30_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-1942-03-30_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-1942-03-30.pdf
sakaino039,sakaino038,"March 30, 1942 entry, page 1",,,,,,,,,"transcribed and translated by Naoko Tanabe, 2024-25, from Denso densho.org",Text,image/jpeg,jpn,mg387_1_7-024,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-024.jpg,/objects/mg387_1_7-024b.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-024_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-024_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-024.jpg
sakaino040,sakaino038,"March 30, 1942 entry, page 2",,,,,,,,,"transcribed and translated by Naoko Tanabe, 2024-25, from Denso densho.org",Text,image/jpeg,jpn,mg387_1_7-025,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-025.jpg,/objects/mg387_1_7-025.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-025_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-025_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-025.jpg
sakaino041,sakaino038,"March 30, 1942 entry, page 3",,,,,,,,,"transcribed and translated by Naoko Tanabe, 2024-25, from Denso densho.org",Text,image/jpeg,jpn,mg387_1_7-026,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-026.jpg,/objects/mg387_1_7-026a.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-026_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-026_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-026.jpg
sakaino042,,"March 31, 1942 entry","Sakaino, Bunro","Fort Missoula, MT",46.844072,-114.061906,1942-03-31,"March 31, 1942, diary entry written by Bunro Sakaino while he was incarcerated at the Fort Missoula Internment Camp in Missoula, Montana.",concentration camps; diaries,"MG 387, George Shihei Shitamae papers, Special Collections and Archives, University of Idaho Library","transcribed and translated by Naoko Tanabe, 2024-25, from Denso densho.org",Text,application/pdf,jpn,mg387_1_7-1942-03-31,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,letter,mg387_1_7-1942-03-31.pdf,/objects/1942-03-31.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-1942-03-31_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-1942-03-31_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-1942-03-31.pdf
sakaino043,sakaino042,"March 31, 1942 entry, page 1",,,,,,,,,"transcribed and translated by Naoko Tanabe, 2024-25, from Denso densho.org",Text,image/jpeg,jpn,mg387_1_7-026,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-026.jpg,/objects/mg387_1_7-026b.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-026_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-026_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-026.jpg
sakaino044,sakaino042,"March 31, 1942 entry, page 2",,,,,,,,,"transcribed and translated by Naoko Tanabe, 2024-25, from Denso densho.org",Text,image/jpeg,jpn,mg387_1_7-027,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-027.jpg,/objects/mg387_1_7-027a.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-027_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-027_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-027.jpg
sakaino045,,"April 1, 1942 entry","Sakaino, Bunro","Fort Missoula, MT",46.844072,-114.061906,1942-04-01,"April 1, 1942, diary entry written by Bunro Sakaino while he was incarcerated at the Fort Missoula Internment Camp in Missoula, Montana.",concentration camps; diaries,"MG 387, George Shihei Shitamae papers, Special Collections and Archives, University of Idaho Library","transcribed and translated by Naoko Tanabe, 2024-25, from Denso densho.org",Text,application/pdf,jpn,mg387_1_7-1942-04-01,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,letter,mg387_1_7-1942-04-01.pdf,/objects/1942-04-01.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-1942-04-01_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-1942-04-01_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-1942-04-01.pdf
sakaino046,sakaino045,"April 1, 1942 entry, page 1",,,,,,,,,"transcribed and translated by Naoko Tanabe, 2024-25, from Denso densho.org",Text,image/jpeg,jpn,mg387_1_7-027,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-027.jpg,/objects/mg387_1_7-027b.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-027_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-027_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-027.jpg
