objectid,title,description,creator,creators title,interviewee,interviewer,date,date is approximate?,section,subject,location,latitude,longitude,publisher,contributing institution,digital collection,source,national archive number,identifier,regional office number,rights,rightsstatement,format_original,duration,type,format,language,website,digitization specifications,date digital,cdm_url,cdmid,display_template,filename,object_location,image_small,image_thumb,object_transcript
sbw027,"O'Hara Ranger Station, Nezperce National Forest","O'Hara Ranger Station, Nezperce National Forest, Wolfe, K., Supervisor, Selway National Forest, 1929","Wolfe, K., Supervisor, Selway National Forest",,,,1929,,Wilderness Portraits,ranger station,Selway-Bitterroot Wilderness (Idaho and Mont.),46.093829,-115.523672,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",R1EngrDiv Historical Facility Photo Files,231804,R1EngrPics19a,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/,Black-and-white photographs,,Image;StillImage,image/jpeg,eng,http://sbw.lib.uidaho.edu/index.html,300 dpi TIFF original; 150 dpt JPEG for access.,2011,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/27,27,image,sbw027.jpg,https://objects.lib.uidaho.edu/sbw/sbw027.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw027_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw027_th.jpg,
sbw028,O'Hara Ranger Station,"O'Hara Ranger Station, Beatty, D. L. , 1920-08-01","Beatty, D. L.",,,,1920-08-01,,Wilderness Portraits,ranger station,Selway-Bitterroot Wilderness (Idaho and Mont.),46.093829,-115.523672,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",R1EngrDiv Historical Facility Photo Files,49068A,R1EngrPics19b,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/,Black-and-white photographs,,Image;StillImage,image/jpeg,eng,http://sbw.lib.uidaho.edu/index.html,300 dpi TIFF original; 150 dpt JPEG for access.,2011,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/28,28,image,sbw028.jpg,https://objects.lib.uidaho.edu/sbw/sbw028.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw028_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw028_th.jpg,
sbw029,O'Hara Ranger Station Commissary Building,"O'Hara Ranger Station Commissary Building, Wolfe, K., 1929","Wolfe, K.",,,,1929,,Wilderness Portraits,ranger station,Selway-Bitterroot Wilderness (Idaho and Mont.),46.093829,-115.523672,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",R1EngrDiv Historical Facility Photo Files,231807,R1EngrPics20,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/,Black-and-white photographs,,Image;StillImage,image/jpeg,eng,http://sbw.lib.uidaho.edu/index.html,300 dpi TIFF original; 150 dpt JPEG for access.,2011,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/29,29,image,sbw029.jpg,https://objects.lib.uidaho.edu/sbw/sbw029.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw029_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw029_th.jpg,
sbw030,"O'Hara Ranger Station, Nez Perce National Forest","O'Hara Ranger Station, Nez Perce National Forest, Photographer Unknown, 1981",,,,,1981,,Wilderness Portraits,ranger station,Selway-Bitterroot Wilderness (Idaho and Mont.),46.093829,-115.523672,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",R1EngrDiv Historical Facility Photo Files,,R1EngrPics21a,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/,Black-and-white photographs,,Image;StillImage,image/jpeg,eng,http://sbw.lib.uidaho.edu/index.html,300 dpi TIFF original; 150 dpt JPEG for access.,2011,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/30,30,image,sbw030.jpg,https://objects.lib.uidaho.edu/sbw/sbw030.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw030_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw030_th.jpg,
sbw031,"Selway Crags as seen from the South, Selway National Forest","Selway Crags as seen from the South, Selway National Forest, Flint, Howard, 1922-07-27","Flint, Howard",,,,1922-07-27,,Wilderness Portraits,mountain,Selway-Bitterroot Wilderness (Idaho and Mont.),46.120905,-115.18394,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",USFS Region 1 Northern Region Archives,168755,99-6258b,99-6258b,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/,Black-and-white photographs,,Image;StillImage,image/jpeg,eng,http://sbw.lib.uidaho.edu/index.html,300 dpi TIFF original; 150 dpt JPEG for access.,2012,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/31,31,image,sbw031.jpg,https://objects.lib.uidaho.edu/sbw/sbw031.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw031_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw031_th.jpg,
sbw032,"Crags and Clouds, Selway National Forest, Highline Trail","Crags and Clouds, Selway National Forest, Highline Trail, Flint, Howard, 1922","Flint, Howard",,,,1922,,Wilderness Portraits,mountain,Selway-Bitterroot Wilderness (Idaho and Mont.),46.153735,-115.214238,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",USFS Region 1 Northern Region Archives,168750,99-6258a,99-6258a,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/,Black-and-white photographs,,Image;StillImage,image/jpeg,eng,http://sbw.lib.uidaho.edu/index.html,300 dpi TIFF original; 150 dpt JPEG for access.,2012,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/32,32,image,sbw032.jpg,https://objects.lib.uidaho.edu/sbw/sbw032.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw032_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw032_th.jpg,
sbw033,"Big Creek Lakes, Bitterroot National Forest","Big Creek Lakes, Bitterroot National Forest, Swan, K. D., 1923","Swan, K. D.",,,,1923,,Wilderness Portraits,lake,Selway-Bitterroot Wilderness (Idaho and Mont.),46.499751,-114.339795,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",USFS Region 1 Northern Region Archives,180341,99-7068,99-7068,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/,Black-and-white photographs,,Image;StillImage,image/jpeg,eng,http://sbw.lib.uidaho.edu/index.html,300 dpi TIFF original; 150 dpt JPEG for access.,2012,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/33,33,image,sbw033.jpg,https://objects.lib.uidaho.edu/sbw/sbw033.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw033_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw033_th.jpg,
sbw034,O'Hara Ranger Station,"O'Hara Ranger Station, Childs, Don, 1924","Childs, Don",,,,1924,,Wilderness Portraits,ranger station,Selway-Bitterroot Wilderness (Idaho and Mont.),46.093829,-115.523672,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",USFS Region 1 Northern Region Archives,,99-3287,99-3287,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/,Black-and-white photographs,,Image;StillImage,image/jpeg,eng,http://sbw.lib.uidaho.edu/index.html,300 dpi TIFF original; 150 dpt JPEG for access.,2012,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/34,34,image,sbw034.jpg,https://objects.lib.uidaho.edu/sbw/sbw034.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw034_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw034_th.jpg,
sbw035,"Pack String at O'Hara Ranger Station,  O'Hara Ranger Station","Pack String at O'Hara Ranger Station,  O'Hara Ranger Station , Swan, K. D., 1925","Swan, K. D.",,,,1925,,Wilderness Portraits,ranger station;pack string,Selway-Bitterroot Wilderness (Idaho and Mont.),46.093829,-115.523672,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",USFS Region 1 Northern Region Archives,199180,99-4958,99-4958 G199180,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/,Black-and-white photographs,,Image;StillImage,image/jpeg,eng,http://sbw.lib.uidaho.edu/index.html,300 dpi TIFF original; 150 dpt JPEG for access.,2012,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/35,35,image,sbw035.jpg,https://objects.lib.uidaho.edu/sbw/sbw035.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw035_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw035_th.jpg,
sbw036,"Improvements, administrative structures, Idaho, Nezperce National Forest, Red River Ranger Station","Improvements, administrative structures, Idaho, Nezperce National Forest, Red River Ranger Station , Swan, K. D., 1938-08-01","Swan, K. D.",,,,1938-08-01,,Wilderness Portraits,ranger station,Selway-Bitterroot Wilderness (Idaho and Mont.),,,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",National Archives Records Administration College Park,366238,FS-GP158,RG95 GP366238,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/,Black-and-white photographs,,Image;StillImage,image/jpeg,eng,http://sbw.lib.uidaho.edu/index.html,300 dpi TIFF original; 150 dpt JPEG for access.,2012,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/36,36,image,sbw036.jpg,https://objects.lib.uidaho.edu/sbw/sbw036.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw036_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw036_th.jpg,
sbw037,"Red River Hot Springs, Nez Perce National Forest","Red River Hot Springs, Nez Perce National Forest, Fickes, C. P., 1922-08-01","Fickes, C. P.",,,,1922-08-01,,Wilderness Portraits,hot springs,Selway-Bitterroot Wilderness (Idaho and Mont.),45.793143,-115.199947,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",USFS Region 1 Northern Region Archives,169983,99-2048,99-2048,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/,Black-and-white photographs,,Image;StillImage,image/jpeg,eng,http://sbw.lib.uidaho.edu/index.html,300 dpi TIFF original; 150 dpt JPEG for access.,2012,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/37,37,image,sbw037.jpg,https://objects.lib.uidaho.edu/sbw/sbw037.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw037_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw037_th.jpg,
sbw038,"CCC Civilian Conservation Corps. camp F-23 at Packers Meadows, Selway Forest, Idaho","CCC Civilian Conservation Corps. camp F-23 at Packers Meadows, Selway Forest, Idaho , Swan, K. D. , 1933-09-01","Swan, K. D.",,,,1933-09-01,,Wilderness Portraits,CCC;Civilian Conservation Corps;camp,Selway-Bitterroot Wilderness (Idaho and Mont.),46.633526,-114.5749,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",National Archives Records Administration College Park,282316,FS-GP9,RG95 GP282316,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/,Black-and-white photographs,,Image;StillImage; Text,image/jpeg,eng,http://sbw.lib.uidaho.edu/index.html,300 dpi TIFF original; 150 dpt JPEG for access.,2012,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/38,38,image,sbw038.jpg,https://objects.lib.uidaho.edu/sbw/sbw038.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw038_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw038_th.jpg,
sbw039,Hoodoo Lake,"Hoodoo Lake, Shattuck, Charles?, 1910","Shattuck, Charles?",,,,1910,,Wilderness Portraits,lake,Selway-Bitterroot Wilderness (Idaho and Mont.),46.32186,-114.651017,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",USFS Region 1 Northern Region Archives,,99-7001,99-7001,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/,Black-and-white photographs,,Image;StillImage,image/jpeg,eng,http://sbw.lib.uidaho.edu/index.html,300 dpi TIFF original; 150 dpt JPEG for access.,2012,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/39,39,image,sbw039.jpg,https://objects.lib.uidaho.edu/sbw/sbw039.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw039_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw039_th.jpg,
sbw040,"A successful elk hunter returns with the kill, Hoodoo Lake, Selway-Bitterroot Primitive Area","A successful elk hunter returns with the kill, Hoodoo Lake, Selway-Bitterroot Primitive Area , Swan,K. D., 1937","Swan,K. D.",,,,1937,,Wilderness Portraits,hunting,Selway-Bitterroot Wilderness (Idaho and Mont.),46.32186,-114.651017,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",National Archives Records Administration College Park,351728,FS-GP127,RG95 GP351728,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/,Black-and-white photographs,,Image;StillImage; Text,image/jpeg,eng,http://sbw.lib.uidaho.edu/index.html,300 dpi TIFF original; 150 dpt JPEG for access.,2012,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/40,40,image,sbw040.jpg,https://objects.lib.uidaho.edu/sbw/sbw040.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw040_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw040_th.jpg,
sbw041,"Two pack horses bringing in the carcass of a bull elk killed near Elk Summit,Selway-Bitterroot Primitive Area","Two pack horses bringing in the carcass of a bull elk killed near Elk Summit,Selway-Bitterroot Primitive Area , Swan, K. D. , 1937","Swan, K. D.",,,,1937,,Wilderness Portraits,pack string,Selway-Bitterroot Wilderness (Idaho and Mont.),46.32186,-114.651017,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",USFS Region 1 Northern Region Archives,351741,99-4982,99-4982,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/,Black-and-white photographs,,Image;StillImage,image/jpeg,eng,http://sbw.lib.uidaho.edu/index.html,300 dpi TIFF original; 150 dpt JPEG for access.,2012,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/41,41,image,sbw041.jpg,https://objects.lib.uidaho.edu/sbw/sbw041.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw041_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw041_th.jpg,
sbw042,"Two pack horses bring in the carcass of a huge bull  elk killed near Elk Summit, Selway-Bitterroot Primitive Area","Two pack horses bring in the carcass of a huge bull  elk killed near Elk Summit, Selway-Bitterroot Primitive Area, Swan, K. D., 1937","Swan, K. D.",,,,1937,,Wilderness Portraits,pack string,Selway-Bitterroot Wilderness (Idaho and Mont.),46.32186,-114.651017,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",National Archives Records Administration College Park,351740,FS-GP125,RG95 GP351740,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/,Black-and-white photographs,,Image;StillImage; Text,image/jpeg,eng,http://sbw.lib.uidaho.edu/index.html,300 dpi TIFF original; 150 dpt JPEG for access.,2012,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/42,42,image,sbw042.jpg,https://objects.lib.uidaho.edu/sbw/sbw042.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw042_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw042_th.jpg,
sbw043,"Elk hunters returning with the kill, Hoodoo Lake Selway-Bitterroot Primitive Area","Elk hunters returning with the kill, Hoodoo Lake Selway-Bitterroot Primitive Area , Swan, K. D., 1937","Swan, K. D.",,,,1937,,Wilderness Portraits,hunting,Selway-Bitterroot Wilderness (Idaho and Mont.),46.32186,-114.651017,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",National Archives Records Administration College Park,351731,FS-GP126,RG95 GP351731,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/,Black-and-white photographs,,Image;StillImage; Text,image/jpeg,eng,http://sbw.lib.uidaho.edu/index.html,300 dpi TIFF original; 150 dpt JPEG for access.,2012,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/43,43,image,sbw043.jpg,https://objects.lib.uidaho.edu/sbw/sbw043.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw043_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw043_th.jpg,
sbw044,Indian camp at Nez Perce Pass,"Indian camp at Nez Perce Pass , Leiberg, J. B., 1901","Leiberg, J. B.",,,,1901,,Wilderness Portraits,Native American camp,Selway-Bitterroot Wilderness (Idaho and Mont.),45.717327,-114.503317,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",USFS Region 1 Northern Region Archives,19905,99-2106,99-2106,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/,Black-and-white photographs,,Image;StillImage,image/jpeg,eng,http://sbw.lib.uidaho.edu/index.html,300 dpi TIFF original; 150 dpt JPEG for access.,2012,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/44,44,image,sbw044.jpg,https://objects.lib.uidaho.edu/sbw/sbw044.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw044_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw044_th.jpg,
sbw045,"Deep Creek Ranger Station, Deep Creek, Bitterroot National Forest, Idaho","Deep Creek Ranger Station, Deep Creek, Bitterroot National Forest, Idaho, Swan, K.D., 1938","Swan, K.D.",,,,1938,,Wilderness Portraits,ranger station,Selway-Bitterroot Wilderness (Idaho and Mont.),45.700994,-114.716799,,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",USFS Region 1 Northern Region Archives,366249,99-3452,99-3452,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/,Black-and-white photographs,,Image;StillImage,image/jpeg,eng,http://sbw.lib.uidaho.edu/index.html,300 dpi TIFF original; 150 dpt JPEG for access.,2012,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/45,45,image,sbw045.jpg,https://objects.lib.uidaho.edu/sbw/sbw045.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw045_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw045_th.jpg,
